Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
909971,482,8/28/15 13:51,Yerba Buena Center of the Arts (3rd @ Howard),68,8/28/15 13:59,2nd at South Park,64,594,Subscriber,94602
909970,8596,8/28/15 13:50,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 16:13,Embarcadero at Sansome,60,535,Customer,94401
909969,8586,8/28/15 13:50,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 16:13,Embarcadero at Sansome,60,555,Customer,94401
909968,11280,8/28/15 13:47,Embarcadero at Sansome,60,8/28/15 16:55,Mechanics Plaza (Market at Battery),75,439,Customer,94566
909967,745,8/28/15 13:48,Market at 10th,67,8/28/15 14:00,Commercial at Montgomery,45,659,Subscriber,94117
909966,427,8/28/15 13:47,Mechanics Plaza (Market at Battery),75,8/28/15 13:54,Embarcadero at Bryant,54,328,Subscriber,94105
909965,165,8/28/15 13:44,Santa Clara at Almaden,4,8/28/15 13:46,Arena Green / SAP Center,14,304,Subscriber,95113
909964,286,8/28/15 13:43,San Jose Diridon Caltrain Station,2,8/28/15 13:48,Santa Clara at Almaden,4,51,Subscriber,95110
909963,292,8/28/15 13:40,Japantown,9,8/28/15 13:45,Ryland Park,84,702,Subscriber,95112
909962,508,8/28/15 13:40,Market at Sansome,77,8/28/15 13:48,Powell Street BART,39,318,Customer,43302
909961,627,8/28/15 13:38,Washington at Kearny,46,8/28/15 13:49,Market at Sansome,77,311,Subscriber,94111
909960,432,8/28/15 13:36,2nd at Folsom,62,8/28/15 13:43,San Francisco Caltrain (Townsend at 4th),70,584,Subscriber,94590
909959,959,8/28/15 13:33,Market at 4th,76,8/28/15 13:49,Embarcadero at Vallejo,48,137,Subscriber,94111
909958,840,8/28/15 13:28,Post at Kearny,47,8/28/15 13:42,Townsend at 7th,65,287,Subscriber,94941
909957,7001,8/28/15 13:26,Embarcadero at Sansome,60,8/28/15 15:23,Broadway St at Battery St,82,552,Customer,45
909956,271,8/28/15 13:26,2nd at South Park,64,8/28/15 13:31,Market at Sansome,77,370,Subscriber,95973
909955,7029,8/28/15 13:26,Embarcadero at Sansome,60,8/28/15 15:23,Broadway St at Battery St,82,383,Customer,45
909954,636,8/28/15 13:26,Market at Sansome,77,8/28/15 13:36,Market at 10th,67,275,Subscriber,94402
909953,430,8/28/15 13:22,Embarcadero at Sansome,60,8/28/15 13:29,Davis at Jackson,42,134,Customer,43
909952,452,8/28/15 13:22,Embarcadero at Sansome,60,8/28/15 13:29,Davis at Jackson,42,403,Customer,43
909951,499,8/28/15 13:21,Steuart at Market,74,8/28/15 13:29,Howard at 2nd,63,540,Subscriber,94041
909950,307,8/28/15 13:21,Market at 10th,67,8/28/15 13:26,Powell Street BART,39,448,Subscriber,94602
909949,663,8/28/15 13:08,Civic Center BART (7th at Market),72,8/28/15 13:19,Commercial at Montgomery,45,426,Subscriber,94702
909948,262,8/28/15 13:18,Market at 4th,76,8/28/15 13:23,Civic Center BART (7th at Market),72,393,Subscriber,94602
909947,627,8/28/15 13:17,Golden Gate at Polk,59,8/28/15 13:27,Beale at Market,56,327,Subscriber,94109
909946,161,8/28/15 13:15,Market at Sansome,77,8/28/15 13:18,Market at Sansome,77,614,Subscriber,94402
909945,387,8/28/15 13:15,Mechanics Plaza (Market at Battery),75,8/28/15 13:21,Embarcadero at Bryant,54,508,Subscriber,94105
909944,748,8/28/15 13:11,Market at Sansome,77,8/28/15 13:24,Townsend at 7th,65,209,Subscriber,94131
909943,491,8/28/15 13:11,Ryland Park,84,8/28/15 13:19,Santa Clara County Civic Center,80,232,Subscriber,95112
909942,604,8/28/15 13:10,Market at Sansome,77,8/28/15 13:20,Embarcadero at Sansome,60,437,Subscriber,94111
909941,2375,8/28/15 13:10,Townsend at 7th,65,8/28/15 13:49,Market at 4th,76,687,Customer,90021
909940,558,8/28/15 13:10,Harry Bridges Plaza (Ferry Building),50,8/28/15 13:19,Beale at Market,56,338,Subscriber,94105
909939,440,8/28/15 13:05,2nd at South Park,64,8/28/15 13:13,Townsend at 7th,65,428,Subscriber,94102
909938,664,8/28/15 13:07,Embarcadero at Folsom,51,8/28/15 13:18,Embarcadero at Folsom,51,434,Subscriber,94804
909937,293,8/28/15 13:06,2nd at Folsom,62,8/28/15 13:11,Commercial at Montgomery,45,359,Subscriber,94107
909936,441,8/28/15 13:06,Market at 4th,76,8/28/15 13:14,Howard at 2nd,63,395,Subscriber,94109
909935,686,8/28/15 13:05,Davis at Jackson,42,8/28/15 13:17,2nd at Townsend,61,389,Subscriber,94107
909934,430,8/28/15 13:01,2nd at Townsend,61,8/28/15 13:08,Harry Bridges Plaza (Ferry Building),50,384,Subscriber,94945
909933,198,8/28/15 12:58,Beale at Market,56,8/28/15 13:02,Harry Bridges Plaza (Ferry Building),50,278,Subscriber,94105
909932,1120,8/28/15 12:58,2nd at South Park,64,8/28/15 13:16,Commercial at Montgomery,45,556,Customer,94123
909931,1137,8/28/15 12:57,2nd at South Park,64,8/28/15 13:16,Commercial at Montgomery,45,187,Customer,94123
909930,523,8/28/15 12:57,Powell Street BART,39,8/28/15 13:06,Commercial at Montgomery,45,625,Subscriber,94122
909929,381,8/28/15 12:55,Yerba Buena Center of the Arts (3rd @ Howard),68,8/28/15 13:02,Clay at Battery,41,591,Subscriber,94107
909928,411,8/28/15 12:54,Market at Sansome,77,8/28/15 13:01,Davis at Jackson,42,342,Subscriber,94109
909927,221,8/28/15 12:53,2nd at South Park,64,8/28/15 12:57,Howard at 2nd,63,454,Subscriber,94118
909926,281,8/28/15 12:53,San Francisco Caltrain (Townsend at 4th),70,8/28/15 12:58,2nd at Townsend,61,351,Subscriber,94107
909925,346,8/28/15 12:52,Powell Street BART,39,8/28/15 12:58,San Francisco Caltrain 2 (330 Townsend),69,366,Subscriber,94107
909924,939,8/28/15 12:52,Broadway St at Battery St,82,8/28/15 13:07,Embarcadero at Vallejo,48,382,Subscriber,94105
909923,440,8/28/15 12:50,Embarcadero at Folsom,51,8/28/15 12:58,Market at Sansome,77,604,Subscriber,94549
909921,686,8/28/15 12:48,Beale at Market,56,8/28/15 12:59,Market at 10th,67,659,Subscriber,94103
909920,667,8/28/15 12:42,Spear at Folsom,49,8/28/15 12:53,San Francisco Caltrain (Townsend at 4th),70,568,Subscriber,94070
909918,452,8/28/15 12:36,Howard at 2nd,63,8/28/15 12:44,Powell Street BART,39,286,Subscriber,94109
909916,5413,8/28/15 12:34,Civic Center BART (7th at Market),72,8/28/15 14:04,Civic Center BART (7th at Market),72,463,Customer,nil
909915,5437,8/28/15 12:34,Civic Center BART (7th at Market),72,8/28/15 14:05,Civic Center BART (7th at Market),72,583,Customer,nil
909914,400,8/28/15 12:32,Mechanics Plaza (Market at Battery),75,8/28/15 12:39,Powell Street BART,39,366,Subscriber,94111
909913,302,8/28/15 12:29,Rengstorff Avenue / California Street,33,8/28/15 12:34,San Antonio Shopping Center,31,705,Subscriber,94070
909912,144,8/28/15 12:29,Howard at 2nd,63,8/28/15 12:31,Market at Sansome,77,209,Subscriber,94117
909910,1047,8/28/15 12:26,2nd at South Park,64,8/28/15 12:44,Market at 10th,67,448,Subscriber,94602
909909,310,8/28/15 12:27,Embarcadero at Bryant,54,8/28/15 12:33,Temporary Transbay Terminal (Howard at Beale),55,537,Subscriber,94010
909908,603,8/28/15 12:27,Embarcadero at Bryant,54,8/28/15 12:37,Embarcadero at Vallejo,48,576,Subscriber,94105
909907,254,8/28/15 12:26,Beale at Market,56,8/28/15 12:31,Spear at Folsom,49,471,Subscriber,94611
909906,920,8/28/15 12:26,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 12:41,San Francisco Caltrain (Townsend at 4th),70,351,Subscriber,94107
909905,294,8/28/15 12:23,Market at 4th,76,8/28/15 12:28,Civic Center BART (7th at Market),72,457,Subscriber,95035
909904,742,8/28/15 12:21,Beale at Market,56,8/28/15 12:33,Golden Gate at Polk,59,327,Subscriber,94109
909903,963,8/28/15 12:20,Townsend at 7th,65,8/28/15 12:36,Post at Kearny,47,498,Subscriber,94941
909902,340,8/28/15 12:19,Market at Sansome,77,8/28/15 12:25,Powell Street BART,39,625,Subscriber,94122
909901,479,8/28/15 12:19,Embarcadero at Sansome,60,8/28/15 12:27,Harry Bridges Plaza (Ferry Building),50,313,Subscriber,94122
909900,1821,8/28/15 12:18,Temporary Transbay Terminal (Howard at Beale),55,8/28/15 12:49,Temporary Transbay Terminal (Howard at Beale),55,623,Subscriber,94111
909899,188,8/28/15 12:16,Market at Sansome,77,8/28/15 12:20,Beale at Market,56,327,Subscriber,94903
909898,489,8/28/15 12:15,Clay at Battery,41,8/28/15 12:23,Embarcadero at Sansome,60,592,Subscriber,94107
909897,288,8/28/15 12:14,Harry Bridges Plaza (Ferry Building),50,8/28/15 12:19,Mechanics Plaza (Market at Battery),75,309,Subscriber,94110
909896,259,8/28/15 12:14,Howard at 2nd,63,8/28/15 12:18,Steuart at Market,74,540,Subscriber,94041
909895,292,8/28/15 12:13,South Van Ness at Market,66,8/28/15 12:17,Civic Center BART (7th at Market),72,397,Subscriber,94702
909894,813,8/28/15 12:12,Powell at Post (Union Square),71,8/28/15 12:25,Spear at Folsom,49,558,Subscriber,94102
909892,273,8/28/15 12:11,Broadway St at Battery St,82,8/28/15 12:16,Harry Bridges Plaza (Ferry Building),50,338,Subscriber,94107
909891,253,8/28/15 12:10,Commercial at Montgomery,45,8/28/15 12:14,Market at Sansome,77,437,Subscriber,94122
909890,230,8/28/15 12:08,2nd at Townsend,61,8/28/15 12:12,San Francisco Caltrain 2 (330 Townsend),69,351,Subscriber,94107
909889,320,8/28/15 12:06,San Antonio Shopping Center,31,8/28/15 12:12,Rengstorff Avenue / California Street,33,705,Subscriber,94070
909888,561,8/28/15 12:05,Market at 10th,67,8/28/15 12:14,Washington at Kearny,46,549,Subscriber,94117
909887,361,8/28/15 12:04,Commercial at Montgomery,45,8/28/15 12:10,Yerba Buena Center of the Arts (3rd @ Howard),68,542,Subscriber,94107
909886,362,8/28/15 12:03,Mechanics Plaza (Market at Battery),75,8/28/15 12:10,Spear at Folsom,49,238,Subscriber,94107
909884,771,8/28/15 11:59,San Francisco Caltrain (Townsend at 4th),70,8/28/15 12:12,Market at 4th,76,457,Subscriber,94158
909883,624,8/28/15 11:59,University and Emerson,35,8/28/15 12:09,California Ave Caltrain Station,36,253,Subscriber,94105
909882,2368,8/28/15 11:58,Market at 10th,67,8/28/15 12:38,San Francisco Caltrain 2 (330 Townsend),69,442,Subscriber,94107
909881,1316,8/28/15 11:58,Harry Bridges Plaza (Ferry Building),50,8/28/15 12:20,Harry Bridges Plaza (Ferry Building),50,436,Subscriber,94087
909880,231,8/28/15 11:56,Civic Center BART (7th at Market),72,8/28/15 12:00,Market at 4th,76,395,Subscriber,94602
909879,414,8/28/15 11:54,Washington at Kearny,46,8/28/15 12:01,Mechanics Plaza (Market at Battery),75,238,Subscriber,94030
909878,300,8/28/15 11:53,Embarcadero at Sansome,60,8/28/15 11:58,Clay at Battery,41,350,Subscriber,94111
909877,2524,8/28/15 11:53,Embarcadero at Sansome,60,8/28/15 12:35,Grant Avenue at Columbus Avenue,73,493,Customer,nil
909876,2562,8/28/15 11:53,Embarcadero at Sansome,60,8/28/15 12:36,Grant Avenue at Columbus Avenue,73,29,Customer,nil
909875,359,8/28/15 11:50,Broadway St at Battery St,82,8/28/15 11:56,Market at Sansome,77,404,Subscriber,94109
909874,2202,8/28/15 11:48,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 12:25,Harry Bridges Plaza (Ferry Building),50,478,Customer,94086
909873,7045,8/28/15 11:48,Civic Center BART (7th at Market),72,8/28/15 13:46,Embarcadero at Sansome,60,439,Customer,41
909872,7070,8/28/15 11:48,Civic Center BART (7th at Market),72,8/28/15 13:46,Embarcadero at Sansome,60,553,Customer,41
909871,721,8/28/15 11:46,Townsend at 7th,65,8/28/15 11:58,Market at Sansome,77,327,Subscriber,94131
909870,368,8/28/15 11:45,Powell at Post (Union Square),71,8/28/15 11:52,Howard at 2nd,63,540,Subscriber,94108
909869,214,8/28/15 11:45,Clay at Battery,41,8/28/15 11:49,Mechanics Plaza (Market at Battery),75,508,Subscriber,94105
909868,241,8/28/15 11:45,Mechanics Plaza (Market at Battery),75,8/28/15 11:49,Harry Bridges Plaza (Ferry Building),50,309,Subscriber,94110
909867,642,8/28/15 11:43,2nd at South Park,64,8/28/15 11:53,Commercial at Montgomery,45,524,Subscriber,94107
909866,1217,8/28/15 11:42,Commercial at Montgomery,45,8/28/15 12:03,2nd at South Park,64,187,Customer,94123
909865,1361,8/28/15 11:40,Commercial at Montgomery,45,8/28/15 12:03,2nd at South Park,64,454,Customer,94123
909864,221,8/28/15 11:40,Townsend at 7th,65,8/28/15 11:44,San Francisco Caltrain 2 (330 Townsend),69,387,Subscriber,94107
909863,540,8/28/15 11:39,Harry Bridges Plaza (Ferry Building),50,8/28/15 11:48,2nd at Townsend,61,259,Subscriber,94534
909860,753,8/28/15 11:38,Market at 10th,67,8/28/15 11:51,San Francisco Caltrain 2 (330 Townsend),69,368,Subscriber,94103
909859,613,8/28/15 11:38,Powell Street BART,39,8/28/15 11:48,2nd at Townsend,61,453,Subscriber,94519
909856,418,8/28/15 11:37,Embarcadero at Vallejo,48,8/28/15 11:44,Embarcadero at Bryant,54,576,Subscriber,94105
909855,425,8/28/15 11:36,Embarcadero at Folsom,51,8/28/15 11:43,Davis at Jackson,42,335,Subscriber,94111
909853,222,8/28/15 11:35,Grant Avenue at Columbus Avenue,73,8/28/15 11:39,Commercial at Montgomery,45,454,Subscriber,94133
909852,195,8/28/15 11:35,Powell at Post (Union Square),71,8/28/15 11:38,Market at Sansome,77,625,Subscriber,94109
909851,674,8/28/15 11:29,Santa Clara County Civic Center,80,8/28/15 11:41,Ryland Park,84,232,Subscriber,95112
909850,755,8/28/15 11:29,Steuart at Market,74,8/28/15 11:41,San Francisco Caltrain (Townsend at 4th),70,569,Subscriber,94110
909849,428,8/28/15 11:27,Market at Sansome,77,8/28/15 11:34,Powell at Post (Union Square),71,625,Subscriber,94115
909846,431,8/28/15 11:26,Civic Center BART (7th at Market),72,8/28/15 11:33,Beale at Market,56,506,Subscriber,94941
909845,192,8/28/15 11:26,2nd at South Park,64,8/28/15 11:29,Howard at 2nd,63,405,Subscriber,94107
909844,360,8/28/15 11:26,Harry Bridges Plaza (Ferry Building),50,8/28/15 11:32,Embarcadero at Sansome,60,29,Subscriber,94133
909843,614,8/28/15 11:25,Market at 10th,67,8/28/15 11:36,Beale at Market,56,471,Subscriber,94103
909835,320,8/28/15 11:22,Market at Sansome,77,8/28/15 11:27,2nd at South Park,64,524,Subscriber,94609
909834,385,8/28/15 11:19,San Francisco Caltrain (Townsend at 4th),70,8/28/15 11:25,2nd at South Park,64,448,Subscriber,94301
909833,745,8/28/15 11:18,San Francisco Caltrain (Townsend at 4th),70,8/28/15 11:30,Temporary Transbay Terminal (Howard at Beale),55,623,Subscriber,95014
909831,168,8/28/15 11:15,Powell at Post (Union Square),71,8/28/15 11:18,Post at Kearny,47,473,Subscriber,94118
909828,327,8/28/15 11:14,Mechanics Plaza (Market at Battery),75,8/28/15 11:20,Commercial at Montgomery,45,412,Subscriber,94030
909827,412,8/28/15 11:13,Market at Sansome,77,8/28/15 11:20,Embarcadero at Folsom,51,402,Subscriber,94549
909826,456,8/28/15 11:09,Embarcadero at Sansome,60,8/28/15 11:17,Harry Bridges Plaza (Ferry Building),50,271,Subscriber,94965
909825,139,8/28/15 11:08,Townsend at 7th,65,8/28/15 11:10,Townsend at 7th,65,274,Subscriber,94124
909822,2550,8/28/15 11:07,Market at 4th,76,8/28/15 11:50,Embarcadero at Sansome,60,290,Customer,nil
909821,2577,8/28/15 11:07,Market at 4th,76,8/28/15 11:50,Embarcadero at Sansome,60,279,Customer,nil
909818,210,8/28/15 11:06,Mechanics Plaza (Market at Battery),75,8/28/15 11:10,Clay at Battery,41,509,Subscriber,94105
909805,381,8/28/15 10:58,Temporary Transbay Terminal (Howard at Beale),55,8/28/15 11:05,Post at Kearny,47,214,Customer,nil
909804,406,8/28/15 10:58,Temporary Transbay Terminal (Howard at Beale),55,8/28/15 11:05,Post at Kearny,47,533,Customer,95762
909803,222,8/28/15 10:54,5th at Howard,57,8/28/15 10:58,Market at 4th,76,290,Subscriber,94103
909802,477,8/28/15 10:51,San Francisco Caltrain (Townsend at 4th),70,8/28/15 10:59,Embarcadero at Bryant,54,537,Subscriber,94087
909801,611,8/28/15 10:50,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 11:00,Market at 10th,67,442,Subscriber,94041
909798,515,8/28/15 10:48,Embarcadero at Bryant,54,8/28/15 10:57,Clay at Battery,41,347,Subscriber,94105
909797,246,8/28/15 10:46,Howard at 2nd,63,8/28/15 10:50,Embarcadero at Folsom,51,409,Subscriber,94105
909796,704,8/28/15 10:46,Broadway St at Battery St,82,8/28/15 10:57,Market at 4th,76,279,Subscriber,94111
909795,222,8/28/15 10:44,2nd at Townsend,61,8/28/15 10:47,San Francisco Caltrain (Townsend at 4th),70,537,Subscriber,94107
909794,336,8/28/15 10:43,Market at Sansome,77,8/28/15 10:48,2nd at South Park,64,405,Subscriber,94544
909793,739,8/28/15 10:42,Market at 4th,76,8/28/15 10:54,Davis at Jackson,42,283,Customer,94111
909792,728,8/28/15 10:42,Market at 4th,76,8/28/15 10:54,Davis at Jackson,42,391,Customer,94111
909791,238,8/28/15 10:41,Mountain View Caltrain Station,28,8/28/15 10:45,Mountain View City Hall,27,147,Subscriber,94103
909790,310,8/28/15 10:41,Mountain View Caltrain Station,28,8/28/15 10:46,Castro Street and El Camino Real,32,693,Subscriber,94158
909789,89,8/28/15 10:39,Beale at Market,56,8/28/15 10:40,Temporary Transbay Terminal (Howard at Beale),55,334,Subscriber,94114
909788,367,8/28/15 10:37,Beale at Market,56,8/28/15 10:43,Embarcadero at Vallejo,48,380,Subscriber,94610
909787,390,8/28/15 10:37,Harry Bridges Plaza (Ferry Building),50,8/28/15 10:44,Embarcadero at Sansome,60,86,Subscriber,94612
909786,1317,8/28/15 10:37,2nd at Townsend,61,8/28/15 10:59,San Francisco Caltrain 2 (330 Townsend),69,613,Subscriber,94124
909785,470,8/28/15 10:37,Mechanics Plaza (Market at Battery),75,8/28/15 10:45,Embarcadero at Vallejo,48,484,Subscriber,94706
909783,297,8/28/15 10:36,Embarcadero at Folsom,51,8/28/15 10:41,Mechanics Plaza (Market at Battery),75,507,Subscriber,94105
909778,319,8/28/15 10:33,Embarcadero at Sansome,60,8/28/15 10:38,Steuart at Market,74,374,Subscriber,94110
909776,1462,8/28/15 10:32,Davis at Jackson,42,8/28/15 10:56,Embarcadero at Sansome,60,271,Customer,43
909775,1547,8/28/15 10:30,Davis at Jackson,42,8/28/15 10:56,Embarcadero at Sansome,60,672,Customer,43
909772,278,8/28/15 10:29,Mechanics Plaza (Market at Battery),75,8/28/15 10:33,Post at Kearny,47,287,Subscriber,94105
909771,1057,8/28/15 10:28,Grant Avenue at Columbus Avenue,73,8/28/15 10:46,San Francisco Caltrain (Townsend at 4th),70,457,Subscriber,94105
909770,875,8/28/15 10:27,Market at 10th,67,8/28/15 10:42,Spear at Folsom,49,568,Subscriber,94103
909769,384,8/28/15 10:23,Mountain View Caltrain Station,28,8/28/15 10:30,Mountain View City Hall,27,94,Subscriber,94111
909768,459,8/28/15 10:22,Steuart at Market,74,8/28/15 10:29,Embarcadero at Sansome,60,374,Subscriber,94612
909767,5856,8/28/15 10:21,Post at Kearny,47,8/28/15 11:58,Embarcadero at Sansome,60,313,Customer,19027
909766,398,8/28/15 10:19,Market at 4th,76,8/28/15 10:26,San Francisco Caltrain (Townsend at 4th),70,623,Subscriber,94607
909765,627,8/28/15 10:19,Embarcadero at Sansome,60,8/28/15 10:29,Embarcadero at Folsom,51,321,Subscriber,94111
909758,685,8/28/15 10:13,San Francisco Caltrain (Townsend at 4th),70,8/28/15 10:25,Embarcadero at Folsom,51,445,Subscriber,95118
909755,661,8/28/15 10:12,5th at Howard,57,8/28/15 10:23,Washington at Kearny,46,456,Subscriber,94608
909754,927,8/28/15 10:11,South Van Ness at Market,66,8/28/15 10:27,Embarcadero at Folsom,51,450,Subscriber,94103
909753,446,8/28/15 10:11,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 10:18,Howard at 2nd,63,500,Subscriber,94063
909752,376,8/28/15 10:10,San Francisco Caltrain (Townsend at 4th),70,8/28/15 10:17,Yerba Buena Center of the Arts (3rd @ Howard),68,376,Subscriber,94070
909751,207,8/28/15 10:10,Market at Sansome,77,8/28/15 10:14,2nd at Folsom,62,581,Subscriber,94117
909746,387,8/28/15 10:06,Grant Avenue at Columbus Avenue,73,8/28/15 10:12,Embarcadero at Sansome,60,493,Subscriber,94109
909745,476,8/28/15 10:05,2nd at Townsend,61,8/28/15 10:13,Beale at Market,56,380,Subscriber,94111
909744,187,8/28/15 10:05,Market at 4th,76,8/28/15 10:08,Market at Sansome,77,318,Subscriber,94117
909743,263,8/28/15 10:04,Broadway St at Battery St,82,8/28/15 10:09,Steuart at Market,74,504,Subscriber,94133
909742,302,8/28/15 10:04,Civic Center BART (7th at Market),72,8/28/15 10:09,Market at 10th,67,471,Subscriber,94112
909740,488,8/28/15 9:59,Market at 4th,76,8/28/15 10:07,San Francisco Caltrain 2 (330 Townsend),69,500,Subscriber,94542
909739,315,8/28/15 9:56,Grant Avenue at Columbus Avenue,73,8/28/15 10:01,Market at Sansome,77,399,Subscriber,94104
909738,386,8/28/15 9:56,2nd at Townsend,61,8/28/15 10:02,Steuart at Market,74,375,Subscriber,94002
909736,332,8/28/15 9:55,Harry Bridges Plaza (Ferry Building),50,8/28/15 10:00,Clay at Battery,41,354,Subscriber,94925
909735,689,8/28/15 9:55,San Francisco Caltrain (Townsend at 4th),70,8/28/15 10:06,Temporary Transbay Terminal (Howard at Beale),55,563,Subscriber,94401
909734,575,8/28/15 9:54,Davis at Jackson,42,8/28/15 10:04,2nd at Townsend,61,351,Subscriber,94111
909733,445,8/28/15 9:54,2nd at Townsend,61,8/28/15 10:01,Temporary Transbay Terminal (Howard at Beale),55,331,Customer,94123
909732,524,8/28/15 9:53,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 10:02,Howard at 2nd,63,628,Subscriber,94111
909731,467,8/28/15 9:53,Davis at Jackson,42,8/28/15 10:01,Post at Kearny,47,189,Subscriber,94111
909730,536,8/28/15 9:53,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 10:02,Embarcadero at Folsom,51,353,Subscriber,95129
909729,627,8/28/15 9:53,Davis at Jackson,42,8/28/15 10:03,San Francisco Caltrain (Townsend at 4th),70,236,Subscriber,94111
909728,386,8/28/15 9:52,San Francisco Caltrain (Townsend at 4th),70,8/28/15 9:59,Howard at 2nd,63,512,Subscriber,94066
909727,629,8/28/15 9:52,Civic Center BART (7th at Market),72,8/28/15 10:03,Townsend at 7th,65,631,Subscriber,94568
909726,184,8/28/15 9:52,San Francisco Caltrain 2 (330 Townsend),69,8/28/15 9:55,2nd at Townsend,61,599,Subscriber,94002
909725,330,8/28/15 9:52,Beale at Market,56,8/28/15 9:57,2nd at Townsend,61,384,Subscriber,94111
909724,285,8/28/15 9:51,San Jose Civic Center,3,8/28/15 9:56,Adobe on Almaden,5,685,Subscriber,95113
909723,491,8/28/15 9:52,Embarcadero at Sansome,60,8/28/15 10:00,Market at Sansome,77,427,Subscriber,94111
909722,233,8/28/15 9:51,Civic Center BART (7th at Market),72,8/28/15 9:55,5th at Howard,57,456,Subscriber,94118
909721,354,8/28/15 9:50,2nd at South Park,64,8/28/15 9:56,Post at Kearny,47,312,Subscriber,94107
909720,640,8/28/15 9:50,Golden Gate at Polk,59,8/28/15 10:00,2nd at South Park,64,360,Subscriber,94109
909719,73,8/28/15 9:50,2nd at South Park,64,8/28/15 9:51,2nd at Townsend,61,375,Subscriber,94107
909718,511,8/28/15 9:50,Commercial at Montgomery,45,8/28/15 9:58,Embarcadero at Folsom,51,359,Subscriber,94133
909717,267,8/28/15 9:49,Rengstorff Avenue / California Street,33,8/28/15 9:54,San Antonio Shopping Center,31,650,Subscriber,94041
909716,5933,8/28/15 9:49,San Jose Civic Center,3,8/28/15 11:28,San Jose Civic Center,3,18,Customer,97006
909715,592,8/28/15 9:48,Market at 10th,67,8/28/15 9:58,Howard at 2nd,63,212,Subscriber,94103
909714,455,8/28/15 9:48,Powell at Post (Union Square),71,8/28/15 9:55,Mechanics Plaza (Market at Battery),75,328,Subscriber,94115
909713,545,8/28/15 9:47,2nd at Townsend,61,8/28/15 9:56,Harry Bridges Plaza (Ferry Building),50,436,Subscriber,94107
909712,335,8/28/15 9:47,Mountain View City Hall,27,8/28/15 9:53,Mountain View Caltrain Station,28,142,Subscriber,94041
909711,461,8/28/15 9:47,2nd at Townsend,61,8/28/15 9:54,Harry Bridges Plaza (Ferry Building),50,354,Subscriber,94403
909708,334,8/28/15 9:45,Temporary Transbay Terminal (Howard at Beale),55,8/28/15 9:50,2nd at Townsend,61,613,Subscriber,94608
909706,405,8/28/15 9:43,Powell at Post (Union Square),71,8/28/15 9:50,Steuart at Market,74,492,Subscriber,94108
909703,555,8/28/15 9:43,Temporary Transbay Terminal (Howard at Beale),55,8/28/15 9:52,Broadway St at Battery St,82,279,Subscriber,94608
909702,534,8/28/15 9:42,Civic Center BART (7th at Market),72,8/28/15 9:51,Beale at Market,56,384,Subscriber,94103
909701,1021,8/28/15 9:42,San Jose Diridon Caltrain Station,2,8/28/15 9:59,Adobe on Almaden,5,129,Subscriber,94114
909699,250,8/28/15 9:41,Townsend at 7th,65,8/28/15 9:46,San Francisco Caltrain 2 (330 Townsend),69,353,Subscriber,94107
909698,234,8/28/15 9:41,Mountain View Caltrain Station,28,8/28/15 9:45,Mountain View City Hall,27,142,Subscriber,94401
909697,238,8/28/15 9:41,Mountain View Caltrain Station,28,8/28/15 9:45,Mountain View City Hall,27,107,Subscriber,94107
909696,548,8/28/15 9:40,Harry Bridges Plaza (Ferry Building),50,8/28/15 9:49,2nd at Townsend,61,537,Subscriber,94503
909695,287,8/28/15 9:40,Embarcadero at Sansome,60,8/28/15 9:44,Steuart at Market,74,374,Customer,nil
909694,292,8/28/15 9:39,Palo Alto Caltrain Station,34,8/28/15 9:44,Cowper at University,37,649,Subscriber,94108
909693,387,8/28/15 9:39,2nd at South Park,64,8/28/15 9:46,Market at Sansome,77,393,Subscriber,94107
909691,410,8/28/15 9:37,Market at 4th,76,8/28/15 9:44,San Francisco Caltrain (Townsend at 4th),70,512,Subscriber,94105
909688,854,8/28/15 9:36,San Francisco Caltrain (Townsend at 4th),70,8/28/15 9:50,Steuart at Market,74,394,Subscriber,94404
909687,764,8/28/15 9:35,Temporary Transbay Terminal (Howard at Beale),55,8/28/15 9:48,Townsend at 7th,65,274,Subscriber,94608
909686,786,8/28/15 9:35,Temporary Transbay Terminal (Howard at Beale),55,8/28/15 9:48,Market at 10th,67,549,Subscriber,94608
909685,307,8/28/15 9:34,5th at Howard,57,8/28/15 9:39,Market at 4th,76,500,Subscriber,94103
909684,265,8/28/15 9:34,Broadway St at Battery St,82,8/28/15 9:38,Steuart at Market,74,569,Subscriber,94133
909683,669,8/28/15 9:33,Market at 10th,67,8/28/15 9:44,San Francisco Caltrain 2 (330 Townsend),69,478,Subscriber,94107
909682,673,8/28/15 9:33,Market at 10th,67,8/28/15 9:44,San Francisco Caltrain 2 (330 Townsend),69,418,Subscriber,94549
909680,626,8/28/15 9:32,Mechanics Plaza (Market at Battery),75,8/28/15 9:43,Embarcadero at Folsom,51,507,Subscriber,94105
